sampled;knownPopulation;FAM01_DFAGA;FAM01_DFAGAb;FAM03_022206;FAM03_022206b;FAM06_84596;FAM06_84596b;NED07_DCRW4;NED07_DCRW4b;NED08_033740;NED08_033740b;NED09_ESGND;NED09_ESGNDb;VIC12_DMX65;VIC12_DMX65b;VIC13_015521;VIC13_015521b;VIC14_127300;VIC14_127300b;PET15_DLXB1;PET15_DLXB1b;PET16_064797;PET16_064797b;PET17_58859;PET17_58859b
069_JP_End_373A_P07;1;95;95;169;169;271;271;97;97;133;135;154;161;139;144;189;197;236;246;138;140;205;209;236;238
070_JP_End_373B_P07;2;95;95;169;169;271;271;97;97;133;135;154;161;139;144;189;197;236;246;138;140;205;209;236;236
071_JP_End_373C_P07;2;95;95;169;169;271;271;97;99;133;135;154;161;139;144;191;197;236;246;138;140;205;209;236;238
072_JP_End_374A_P07;2;95;95;169;169;271;271;97;97;133;135;154;161;139;144;189;197;236;246;140;140;205;205;236;236
073_JP_End_374B_P07;2;95;95;169;169;271;271;97;97;133;135;154;161;139;144;189;197;236;246;138;140;205;209;236;238
074_JP_End_374C_P07;2;95;95;169;169;271;271;97;97;133;135;154;161;139;144;189;197;236;246;138;140;205;209;236;238
075_JP_End_374D_P07;2;95;95;169;169;271;271;97;97;133;135;154;161;139;144;189;197;236;246;138;140;205;209;236;238
076_JP_End_374E_P07;2;95;95;169;169;271;271;97;97;133;135;154;161;139;144;189;197;236;246;138;140;205;209;236;238
077_JP_End_374F_P07;2;95;95;169;169;271;271;97;97;133;135;154;161;139;144;189;197;236;246;138;140;205;209;236;236
078_JP_End_375A_P07;2;91;93;169;169;277;283;95;95;133;133;154;161;108;128;187;191;231;246;136;138;209;213;238;238
079_JP_End_375B_P07;2;91;93;169;169;277;283;95;95;133;133;154;161;108;128;187;191;231;246;136;138;209;213;238;238
080_JP_End_375C_P07;2;91;93;169;169;277;283;95;95;133;133;154;161;108;128;187;191;231;246;136;138;209;213;238;238
081_JP_End_375D_P07;2;91;93;169;169;277;283;95;95;133;133;154;161;108;128;187;191;231;246;136;138;209;213;238;238
082_JP_End_375E_P07;2;91;93;169;169;277;283;95;95;133;133;154;161;108;128;187;191;231;246;136;138;209;213;238;238
083_JP_End_375F_P07;2;91;93;169;185;271;277;95;97;133;135;154;161;128;142;191;191;231;246;136;138;209;209;238;238
084_JP_End_375G_P07;2;91;93;169;169;277;283;95;95;133;133;154;161;108;128;187;191;231;246;136;138;209;213;238;238
085_JP_End_376A_P07;2;91;93;169;169;259;259;97;97;133;135;161;163;128;144;171;197;231;231;140;140;207;209;238;244
086_JP_End_376B_P07;2;91;93;169;169;259;259;97;97;133;135;161;163;128;144;171;197;231;231;140;140;207;209;238;244
087_JP_End_377A_P07;2;93;95;169;169;259;273;95;97;133;135;161;161;108;122;191;197;231;246;136;140;209;213;236;236
088_JP_End_378A_P07;2;89;91;169;169;259;267;97;99;133;135;154;154;108;128;187;197;227;246;140;140;207;213;236;236
089_JP_End_378B_P07;2;89;91;169;169;259;267;97;99;133;135;154;154;108;128;187;197;227;246;140;140;207;213;236;236
090_JP_End_379A_P07;2;93;95;169;169;245;259;95;99;0;0;161;163;108;144;189;197;236;236;140;140;207;209;236;238
091_JP_End_380A_P07;2;95;95;169;169;259;271;97;99;135;135;161;161;108;128;187;197;227;246;140;140;205;213;244;244
092_JP_End_381A_P07;2;93;95;169;169;259;273;95;99;133;135;154;161;128;142;171;189;231;246;136;140;209;213;236;244
093_JP_End_381B_P07;2;91;91;169;171;259;271;95;97;135;135;154;161;133;144;187;187;236;246;138;140;209;209;236;246
094_JP_End_381C_P07;2;91;91;169;171;259;271;95;97;135;135;154;161;133;144;187;187;236;246;138;140;209;209;236;246
001_JP_End_381D_P08;2;91;91;169;171;259;271;95;97;135;135;154;161;133;144;187;187;236;246;138;140;209;209;236;246
002_JP_End_381E_P08;2;91;91;169;171;259;271;95;97;135;135;154;161;133;144;187;187;236;246;138;140;209;209;236;246
003_JP_End_382A_P08;2;95;95;169;171;259;271;97;97;133;135;154;163;128;139;171;187;231;246;140;140;205;213;236;244
004_JP_End_382B_P08;2;95;95;169;171;259;271;97;97;133;135;154;163;128;139;171;187;231;246;138;140;205;213;238;244
005_JP_End_383A_P08;2;95;95;169;169;259;277;97;99;135;135;154;163;108;142;171;187;231;234;136;140;205;209;238;238
006_JP_End_384A_P08;2;91;93;169;169;259;231;95;97;135;135;154;161;128;142;197;197;246;257;136;140;207;213;236;244
007_JP_End_385A_P08;2;95;95;169;169;259;277;97;99;135;135;154;163;108;142;171;187;231;234;136;140;205;209;238;238
008_JP_End_386A_P08;2;91;95;169;169;259;271;95;95;135;135;154;161;128;144;187;187;231;246;136;140;209;213;238;238
009_JP_End_386B_P08;2;91;95;169;169;259;271;95;97;135;135;154;161;128;144;187;197;231;246;136;140;209;213;238;238
010_JP_End_387A_P08;2;91;93;169;169;259;261;95;97;135;135;154;161;128;142;197;197;246;257;136;140;207;213;236;244
011_JP_End_388A_P08;2;95;95;169;169;259;277;97;99;135;135;154;163;108;142;171;187;231;234;136;140;205;209;238;238
012_JP_End_389A_P08;2;93;95;169;169;259;283;97;97;133;133;161;161;128;139;187;187;236;246;136;136;209;213;236;238
013_JP_End_389B_P08;2;93;95;169;169;259;283;97;97;133;133;161;161;128;139;187;187;236;246;136;136;209;213;238;238
014_JP_End_390A_P08;2;91;93;169;169;261;261;95;95;135;135;154;161;128;142;187;197;246;257;140;140;207;213;236;244
015_JP_End_390B_P08;2;91;93;169;169;259;261;95;95;135;135;154;161;128;142;187;197;246;257;140;140;207;213;236;244
016_JP_End_391A_P08;2;93;93;169;169;245;261;95;95;135;135;154;161;122;128;171;191;231;246;136;140;207;213;236;238
017_JP_End_391B_P08;2;93;93;169;169;245;265;95;95;135;135;154;161;122;128;171;171;227;246;136;138;207;209;236;236
018_JP_End_392A_P08;2;91;93;169;169;245;259;95;95;133;135;154;161;108;128;187;191;231;246;136;138;209;213;236;238
019_JP_End_392B_P08;2;91;93;169;169;245;259;95;95;133;135;154;161;108;128;187;191;231;246;136;138;209;213;236;238
020_JP_End_392C_P08;2;91;91;169;171;273;279;97;97;133;135;154;154;126;144;197;197;231;246;136;138;205;207;238;244
021_JP_End_393A_P08;2;91;93;169;171;271;279;97;97;135;135;161;163;108;128;191;197;246;257;136;140;207;209;238;238
022_JP_End_393B_P08;2;91;93;169;169;245;277;95;99;133;135;154;154;108;128;187;191;231;231;138;138;207;209;238;238
023_JP_End_394A_P08;2;91;93;169;169;259;259;97;97;133;135;161;163;128;144;171;197;231;231;140;140;207;209;238;244
024_JP_End_394B_P08;2;91;93;169;169;259;259;97;97;133;135;161;163;128;144;171;197;231;231;140;140;207;209;238;244
025_JP_End_394C_P08;2;91;93;169;169;259;259;97;97;133;135;161;163;128;144;171;197;231;231;140;140;207;209;238;244
026_JP_End_395A_P08;2;93;95;169;169;261;261;95;97;135;135;154;161;122;144;191;197;246;246;138;138;207;207;236;236
027_JP_End_396A_P08;2;95;95;169;169;259;271;97;99;135;135;154;161;108;128;171;197;227;246;140;140;205;213;236;244
028_JP_End_396B_P08;2;95;95;169;169;259;271;97;99;135;135;154;161;108;128;171;197;227;246;140;140;205;213;236;244
029_JP_End_397A_P08;2;93;95;169;169;259;271;97;99;135;135;154;161;122;139;191;197;231;246;136;138;207;213;236;236
030_JP_End_397B_P08;2;93;95;169;169;259;271;97;99;135;135;154;161;122;139;191;197;231;246;136;138;207;213;236;236
031_JP_End_397C_P08;2;93;93;169;169;259;271;97;99;135;135;154;161;122;139;197;197;231;246;136;136;207;213;236;236
032_JP_End_398A_P08;2;91;91;169;169;263;283;99;99;133;135;161;163;139;144;171;187;246;246;136;140;203;213;236;240
033_JP_End_398B_P08;2;91;91;169;169;263;283;99;99;133;135;161;163;139;144;171;187;246;246;136;140;203;213;236;240
034_JP_End_399A_P08;2;95;95;171;171;277;277;97;97;135;135;161;163;108;154;171;187;240;250;136;138;203;213;238;238
035_JP_End_400A_P08;2;93;93;169;169;245;261;95;95;135;135;154;161;108;122;171;191;231;246;136;138;207;213;236;236
036_JP_End_401A_P08;2;93;95;169;169;245;259;95;99;133;135;161;163;108;144;189;197;236;236;140;140;207;209;236;238
037_JP_End_401B_P08;2;93;95;169;169;245;259;95;99;133;135;161;163;108;144;189;197;236;236;140;140;207;209;236;238
038_JP_End_401C_P08;2;93;93;169;169;245;261;95;97;135;135;154;161;108;122;171;191;231;246;138;140;207;213;236;238
039_JP_End_401D_P08;2;93;93;169;169;245;261;95;97;135;135;154;161;108;122;171;191;231;246;138;140;207;213;236;238
040_JP_End_401E_P08;2;93;93;169;169;245;261;95;95;135;135;154;161;108;122;171;191;231;246;138;140;207;213;236;238
041_JP_End_401F_P08;2;93;95;169;169;261;273;97;97;133;135;154;161;122;128;171;171;231;246;138;140;207;209;236;238
042_JP_End_402A_P08;2;93;93;169;169;259;271;97;97;135;135;154;161;108;108;197;197;231;246;136;136;213;213;236;238
043_JP_End_403A_P08;2;93;95;169;169;259;273;95;99;133;135;154;161;0;0;0;0;231;246;138;140;207;209;236;238
044_JP_End_404A_P08;2;93;95;169;169;245;273;95;97;133;135;161;161;108;122;191;197;231;246;136;140;209;213;236;236
045_JP_End_404B_P08;2;93;95;169;169;245;273;95;97;133;135;161;161;108;122;191;197;231;246;136;140;209;213;236;236
046_JP_End_404C_P08;2;93;95;169;169;245;273;95;97;133;135;161;161;108;122;191;197;231;246;136;140;209;213;236;236
047_JP_End_405A_P08;2;93;95;169;169;245;273;95;95;133;135;161;161;108;122;191;197;231;246;136;136;209;213;236;236
048_JP_End_405B_P08;2;93;95;169;169;245;273;95;95;133;135;154;161;108;128;187;197;231;246;136;140;209;213;236;238
049_JP_End_405C_P08;2;93;95;169;169;245;273;95;97;133;135;161;161;108;122;191;197;231;246;136;140;209;213;236;236
050_JP_End_406A_P08;2;95;95;169;169;245;273;95;95;135;135;161;163;108;144;189;197;231;238;136;138;203;207;236;238
051_JP_End_406B_P08;2;95;95;169;169;245;273;95;95;135;135;161;163;108;144;189;197;231;238;136;138;203;207;236;236
052_JP_End_406C_P08;2;95;95;169;169;245;273;95;97;135;135;161;163;108;144;189;197;231;238;136;138;203;207;238;244
053_JP_End_407A_P08;2;93;95;169;169;273;273;95;97;133;135;161;161;108;122;191;197;231;246;136;140;209;213;236;236
054_JP_End_407B_P08;2;93;95;169;171;273;273;95;97;133;135;163;163;126;128;191;197;231;246;136;140;213;213;238;244
055_JP_End_407C_P08;2;93;95;169;171;273;283;95;97;133;135;163;163;126;128;191;197;231;246;136;140;213;213;238;244
056_JP_End_408A_P08;2;93;95;169;169;245;273;95;97;133;135;161;161;108;122;191;197;231;246;136;140;209;213;236;236
057_JP_End_409A_P08;2;91;93;169;169;245;277;95;97;133;133;161;163;108;128;187;187;231;246;138;140;207;207;238;238
058_JP_End_410A_P08;2;93;95;169;169;245;273;95;97;133;135;161;161;108;122;191;197;231;246;136;140;209;213;236;236
059_JP_End_411A_P08;2;95;95;169;169;245;259;95;99;135;135;154;161;122;139;187;187;231;246;136;138;209;213;238;238
060_JP_End_412A_P08;2;91;93;169;169;259;259;97;97;135;135;161;161;108;156;171;187;234;246;136;140;213;213;236;236
061_JP_End_412B_P08;2;91;93;169;169;259;259;97;97;135;135;161;161;108;156;171;187;234;246;136;140;213;213;236;238
062_JP_End_412C_P08;2;95;95;169;169;259;277;97;99;135;135;154;163;108;142;171;187;231;234;136;140;205;209;238;238
063_JP_End_413A_P08;2;91;95;169;169;259;271;95;97;135;135;154;161;128;144;187;187;231;246;136;140;209;213;238;238
064_JP_End_414A_P08;2;91;91;169;169;261;277;95;97;135;135;154;154;108;142;171;197;231;246;136;138;205;213;238;238
065_JP_End_415A_P08;2;91;95;169;179;271;283;97;97;135;135;154;161;108;144;187;195;238;246;136;140;209;213;236;238
066_JP_End_416A_P08;2;93;95;169;169;259;263;95;97;135;135;154;154;108;137;187;197;227;236;136;140;209;213;238;244
067_JP_End_416B_P08;2;93;95;169;169;263;283;95;97;135;135;154;154;108;137;197;197;227;236;136;140;209;213;238;244
068_JP_End_417A_P08;2;95;95;169;169;261;271;95;95;133;135;154;161;128;128;195;197;246;246;136;136;213;213;236;238
069_JP_End_417B_P08;2;95;95;169;169;261;271;95;95;133;135;154;161;128;128;195;197;231;246;136;136;213;213;236;238
070_JP_End_418A_P08;2;93;95;169;169;259;273;95;99;135;135;154;163;108;128;187;199;246;246;136;140;213;213;236;238
071_JP_End_418B_P08;2;93;95;169;169;259;273;95;99;135;135;154;163;108;128;187;199;246;246;136;136;213;213;236;236
072_JP_End_419A_P08;2;93;95;169;171;259;275;95;99;135;135;154;154;128;144;197;199;246;246;136;136;213;213;236;238
073_JP_End_419B_P08;2;93;95;169;169;259;279;95;95;133;135;154;161;128;144;191;199;246;246;136;136;205;213;236;236
074_JP_End_420A_P08;2;95;95;169;169;259;271;95;97;133;133;154;156;122;128;187;197;231;246;136;140;213;213;236;244
075_JP_End_420B_P08;2;95;95;169;169;259;271;95;97;133;133;154;156;122;128;187;197;231;246;136;140;205;213;236;244
076_JP_End_420C_P08;2;91;95;169;169;259;271;95;97;133;133;154;159;122;128;187;197;246;246;140;140;209;213;236;244
077_JP_End_420D_P08;2;95;95;169;169;259;271;95;97;133;133;154;156;122;128;187;197;231;246;136;140;209;213;236;244
078_JP_End_421A_P08;2;91;95;169;177;259;271;95;95;133;135;154;161;122;128;171;197;231;246;136;136;209;209;236;244
079_JP_End_421B_P08;2;91;95;169;177;259;271;95;95;133;135;154;161;122;128;171;197;231;246;136;140;209;213;236;244
080_JP_End_421C_P08;2;91;95;169;177;259;271;95;95;133;135;154;161;122;128;171;197;231;246;136;140;209;213;236;244
081_JP_End_421D_P08;2;91;95;169;177;259;271;95;95;133;135;154;161;122;128;171;197;231;246;136;140;209;213;236;244
082_JP_End_422A_P08;2;91;95;169;177;259;265;95;97;133;135;154;154;128;144;0;0;231;246;136;140;209;213;236;244
083_JP_End_422B_P08;2;95;95;169;169;265;273;95;97;135;135;154;154;128;144;0;0;231;246;136;140;213;213;236;244
084_JP_End_422C_P08;2;91;95;169;177;265;273;95;97;133;135;154;163;128;144;0;0;231;246;140;140;209;213;236;244
085_JP_End_422D_P08;2;91;95;169;177;259;265;95;97;133;135;154;163;128;144;0;0;231;246;140;140;209;213;236;244
086_JP_End_423A_P08;2;93;93;169;169;259;271;95;97;135;135;154;163;128;144;171;187;231;246;136;140;205;213;238;244
087_JP_End_424A_P08;2;93;93;169;185;259;259;97;97;135;135;154;163;128;144;187;197;231;231;136;140;213;213;238;244
088_JP_End_425A_P08;2;93;95;169;185;259;271;97;97;135;135;154;163;128;144;171;171;231;238;136;140;209;213;238;244
089_JP_End_426A_P08;2;93;95;169;185;259;271;97;97;135;135;163;163;128;144;171;187;231;246;136;140;205;213;238;244
090_JP_End_427A_P08;2;93;95;169;185;259;271;97;97;133;135;154;163;128;133;187;197;231;246;136;140;209;213;238;244
091_JP_End_428A_P08;2;91;93;169;169;259;259;95;97;133;135;161;161;128;144;187;191;231;231;136;136;209;209;236;238
092_JP_End_429A_P08;2;93;93;169;171;259;259;97;99;133;135;154;161;122;128;187;187;231;246;140;140;205;205;238;244
093_JP_End_429B_P08;2;93;93;169;171;259;259;97;99;133;135;154;161;122;128;187;187;231;246;140;140;205;205;238;244
094_JP_End_430A_P08;2;91;93;169;169;259;265;97;97;135;135;154;161;128;144;171;187;0;0;136;140;205;213;236;244
001_JP_End_431.01_P09;2;93;95;169;169;245;273;95;95;135;135;154;154;122;144;171;191;246;246;140;140;209;209;238;238
002_JP_End_431.02_P09;2;93;95;169;169;259;271;95;97;135;135;161;161;122;128;187;199;246;246;140;140;209;209;238;244
003_JP_End_431.03_P09;2;93;95;169;169;271;277;95;97;135;135;154;161;128;144;171;187;246;246;140;140;209;213;238;244
004_JP_End_431.04_P09;2;93;95;169;169;259;273;95;95;135;135;154;163;128;139;171;197;246;246;140;140;213;213;236;238
005_JP_End_431.05_P09;2;93;95;169;169;273;273;95;97;135;135;161;161;128;144;171;187;246;246;140;140;213;213;238;238
006_JP_End_431.06_P09;2;93;95;169;169;259;273;95;95;135;135;161;161;128;144;171;187;246;246;140;140;209;213;236;238
007_JP_End_431.07_P09;2;93;95;169;169;265;277;95;95;135;135;154;161;128;128;171;187;246;246;140;140;209;213;238;238
008_JP_End_431.08_P09;2;93;95;169;169;273;277;95;97;135;135;154;161;128;144;171;187;246;246;140;140;209;213;238;238
009_JP_End_431.09_P09;2;93;95;169;169;273;277;95;97;135;135;154;161;128;144;171;187;231;246;140;140;209;213;238;238
010_JP_End_431.10_P09;2;93;95;169;169;273;277;95;95;135;135;154;161;128;144;171;187;231;246;140;140;209;213;238;238
011_JP_End_431.11_P09;2;93;95;169;169;273;277;95;97;135;135;154;161;128;144;171;187;231;246;140;140;209;213;238;238
012_JP_End_431.12_P09;2;93;95;169;169;273;277;95;97;135;135;154;161;128;144;171;187;231;246;140;140;209;213;238;238
013_JP_End_431.13_P09;2;93;95;169;169;259;277;95;97;135;135;154;161;128;144;171;187;231;246;140;140;209;213;238;238
014_JP_End_432.01_P09;2;91;93;169;169;259;259;95;97;133;135;154;154;137;144;171;187;231;246;136;140;209;213;236;236
015_JP_End_433.01_P09;2;93;95;169;169;259;259;95;99;135;135;161;161;128;144;187;197;231;236;140;140;207;213;236;238
016_JP_End_433.02_P09;2;95;95;169;169;265;271;95;97;133;135;154;163;133;133;187;187;227;227;136;140;213;213;236;236
017_JP_End_433.03_P09;2;95;95;169;169;265;265;95;97;133;135;161;163;108;133;187;197;227;227;136;140;213;213;236;238
018_JP_End_433.04_P09;2;95;95;169;169;265;273;95;97;133;135;161;163;108;133;187;197;227;231;136;140;213;213;236;238
019_JP_End_433.05_P09;2;95;95;169;169;265;273;95;97;133;135;161;163;108;133;187;197;227;231;136;140;213;213;236;238
020_JP_End_434.01_P09;2;93;93;169;169;265;273;95;95;133;135;154;161;108;147;187;187;227;246;136;140;209;213;238;238
021_JP_End_434.02_P09;2;91;93;169;169;259;259;95;97;133;135;154;161;108;122;0;0;246;246;136;140;209;213;238;238
022_JP_End_435.01_P09;2;91;93;169;169;259;277;95;97;133;135;154;161;108;108;171;187;231;231;140;140;209;213;236;236
023_JP_End_435.02_P09;2;91;93;169;169;265;273;95;97;133;133;161;161;108;108;171;171;236;246;140;140;209;209;236;236
024_JP_End_435.03_P09;2;91;95;169;169;265;265;95;97;133;133;154;161;108;108;0;0;231;246;136;140;209;213;236;236
025_JP_End_435.04_P09;2;91;95;169;169;265;273;95;97;133;135;161;163;108;108;171;187;0;0;136;140;209;213;236;236
026_JP_End_435.05_P09;2;91;93;169;169;265;273;95;97;133;135;154;161;108;108;171;187;231;246;136;140;209;213;236;236
027_JP_End_435.06_P09;2;91;95;169;169;265;273;95;97;133;135;161;163;108;108;171;187;0;0;140;140;209;213;236;238
028_JP_End_435.07_P09;2;91;95;169;169;259;265;95;95;133;135;161;163;108;108;171;187;231;246;136;140;209;213;236;236
029_JP_End_435.08_P09;2;91;95;169;169;265;273;95;97;133;135;154;161;108;108;171;187;231;246;136;140;209;213;236;236
030_JP_End_435.09_P09;2;93;95;169;169;259;269;95;97;133;133;161;161;108;108;171;185;0;0;140;140;209;213;236;236
031_JP_End_435.10_P09;2;91;95;169;169;259;265;95;95;133;135;161;161;108;108;171;187;231;246;136;140;209;209;236;236
032_JP_End_435.11_P09;2;91;93;169;169;265;273;95;97;133;135;154;161;108;108;171;187;231;246;136;140;209;209;236;238
033_JP_End_435.12_P09;2;91;93;169;169;265;265;95;97;133;135;161;161;108;108;171;187;231;246;136;140;209;209;238;238
034_JP_End_435.13_P09;2;91;93;169;169;265;273;95;97;133;135;0;0;108;108;0;0;231;246;136;140;209;213;236;236
035_JP_End_436.01_P09;2;95;95;169;169;271;277;95;97;135;135;161;161;108;128;189;197;231;246;140;140;209;213;236;236
036_JP_End_436.02_P09;2;95;95;169;169;271;271;95;97;135;135;161;161;108;128;189;197;231;246;140;140;213;213;236;236
037_JP_End_436.03_P09;2;93;93;169;169;259;271;95;97;133;135;154;161;108;142;171;189;231;246;136;140;209;213;236;238
038_JP_End_436.04_P09;2;93;93;169;169;271;271;95;97;133;135;154;161;108;142;189;197;231;246;136;140;209;213;236;238
039_JP_End_436.05_P09;2;93;93;169;169;259;259;95;95;133;135;154;161;108;142;171;171;231;246;136;140;209;213;236;238
040_JP_End_436.06_P09;2;93;95;169;169;259;271;95;97;133;135;161;161;108;128;171;189;231;231;140;140;207;209;236;236
041_JP_End_436.07_P09;2;93;93;169;169;259;271;95;97;135;135;161;161;108;122;189;197;231;246;136;140;207;209;236;238
042_JP_End_436.08_P09;2;93;93;169;169;259;271;95;97;133;135;161;161;108;142;171;189;231;246;136;140;213;213;236;236
043_JP_End_436.09_P09;2;93;93;169;169;259;271;95;97;135;135;161;161;108;128;189;197;231;231;140;140;207;207;236;236
044_JP_End_436.10_P09;2;93;93;169;169;259;271;95;97;133;135;154;161;0;0;171;189;231;231;136;140;207;213;236;238
045_JP_End_436.11_P09;2;93;93;169;169;259;271;95;97;135;135;161;161;0;0;171;187;231;246;136;140;207;213;236;238
046_JP_End_436.12_P09;2;93;93;169;169;259;271;95;97;133;135;154;161;0;0;0;0;231;246;136;140;207;213;236;238
047_JP_End_437.01_P09;2;93;93;169;169;259;275;95;97;133;133;161;163;0;0;189;197;231;246;140;140;207;207;236;238
048_JP_End_437.02_P09;2;93;93;169;169;245;245;95;97;133;133;163;163;0;0;189;197;231;246;140;140;207;207;236;238
049_JP_End_437.03_P09;2;93;93;169;169;245;245;95;97;133;133;161;163;0;0;189;197;231;246;140;140;207;209;236;238
050_JP_End_437.04_P09;2;93;93;169;169;245;245;95;97;133;133;161;161;108;128;189;197;231;246;140;140;209;209;238;238
051_JP_End_437.05_P09;2;93;93;169;169;236;245;95;97;133;133;163;163;108;128;189;197;231;246;140;140;209;213;238;238
052_JP_End_438.01_P09;2;93;93;169;169;245;261;95;97;135;135;154;161;108;128;187;197;231;246;136;140;209;213;238;244
053_JP_End_438.02_P09;2;93;93;169;169;259;283;95;97;135;135;154;161;108;128;187;197;231;246;136;140;209;213;238;244
054_JP_End_438.03_P09;2;93;93;169;169;261;283;95;97;135;135;154;161;108;128;187;197;227;231;136;140;209;209;238;244
055_JP_End_438.04_P09;2;93;93;169;169;259;283;95;95;135;135;154;161;108;128;187;197;231;231;136;140;209;209;238;244
056_JP_End_438.05_P09;2;93;93;169;169;259;283;95;95;135;135;154;161;108;128;187;197;227;231;136;140;209;213;238;244
057_JP_End_438.06_P09;2;93;93;169;169;259;283;95;95;135;135;154;161;108;128;187;197;227;231;136;140;209;213;238;244
058_JP_End_438.07_P09;2;93;93;169;169;261;283;95;95;135;135;154;161;108;128;187;197;227;231;136;140;209;213;238;244
059_JP_End_438.08_P09;2;93;93;169;169;261;283;95;95;135;135;154;161;108;128;187;197;227;227;136;140;209;213;238;244
060_JP_End_438.09_P09;2;91;93;169;169;259;259;95;95;133;133;154;163;128;128;187;197;227;227;136;140;209;209;238;238
061_JP_End_438.10_P09;2;91;93;169;169;259;259;95;97;133;135;154;161;128;128;187;197;227;227;136;140;209;209;236;238
062_JP_End_438.11_P09;2;93;93;169;169;259;283;95;95;133;135;161;163;108;128;187;197;227;231;136;140;209;213;238;244
063_JP_End_438.12_P09;2;93;93;169;169;259;283;95;99;135;135;154;161;108;128;187;197;227;231;136;140;209;213;238;244
064_JP_End_438.13_P09;2;93;93;169;169;261;283;95;95;135;135;154;161;108;128;187;197;227;231;136;140;209;213;238;244
065_JP_End_439.01_P09;2;93;93;169;169;245;273;95;97;133;135;154;154;108;144;191;197;231;246;136;140;209;213;238;244
066_JP_End_439.02_P09;2;93;93;169;169;259;259;95;99;135;135;154;154;128;128;199;199;246;246;136;140;209;209;236;236
067_JP_End_439.03_P09;2;93;93;169;169;245;273;95;97;133;135;154;154;108;144;191;197;231;246;136;140;209;213;238;244
068_JP_End_439.04_P09;2;93;93;169;169;245;259;95;97;133;135;154;154;108;144;191;197;231;246;136;140;209;213;238;244
069_JP_End_439.05_P09;2;93;93;169;169;245;273;95;97;133;135;154;154;108;144;191;197;231;246;136;140;209;213;238;244
070_JP_End_439.06_P09;2;93;93;169;169;245;273;95;97;133;135;154;154;108;144;191;197;231;246;136;140;209;213;238;244
071_JP_End_439.07_P09;2;93;93;169;169;245;273;95;97;133;135;154;154;108;144;191;197;231;246;136;140;209;213;238;244
072_JP_End_439.08_P09;2;93;93;169;169;271;273;95;97;133;135;154;161;108;144;191;197;231;246;136;140;209;213;238;244
073_JP_End_439.09_P09;2;93;93;169;169;245;273;95;97;133;135;154;154;108;144;191;197;231;246;136;140;209;213;238;244
074_JP_End_439.10_P09;2;93;93;169;169;245;273;95;97;133;135;154;154;108;144;191;197;231;246;136;140;209;213;238;244
075_JP_End_439.11_P09;2;93;93;169;169;245;273;95;97;133;135;154;154;108;144;191;197;231;246;136;140;209;213;238;244
076_JP_End_439.12_P09;2;93;93;169;169;245;273;95;97;133;135;154;154;108;144;191;197;231;231;136;136;209;213;238;244
077_JP_End_440.01_P09;2;91;93;169;169;259;271;95;99;133;135;161;161;108;144;185;197;246;246;140;140;209;209;236;238
078_JP_End_440.02_P09;2;91;93;169;169;259;271;95;99;135;135;154;161;133;144;185;187;246;246;140;140;209;209;236;238
079_JP_End_440.03_P09;2;91;93;169;169;259;259;95;95;135;135;161;161;128;142;171;197;236;248;136;138;209;209;244;244
080_JP_End_440.04_P09;2;91;93;169;169;245;259;95;97;135;135;161;161;108;128;171;187;246;246;140;140;209;209;244;244
081_JP_End_440.05_P09;2;91;91;169;169;259;265;95;99;133;135;161;161;133;133;171;171;246;246;138;138;207;207;236;244
082_JP_End_440.06_P09;2;93;93;169;169;259;259;95;97;135;135;154;154;128;128;171;171;246;246;136;140;209;209;244;244
083_JP_End_440.07_P09;2;91;93;169;171;245;259;95;97;135;135;154;161;122;128;171;197;246;246;136;140;209;213;236;244
084_JP_End_440.08_P09;2;91;91;169;171;259;265;95;97;133;135;154;161;122;128;171;197;231;246;136;140;209;213;236;244
085_JP_End_440.09_P09;2;91;91;169;171;265;265;95;97;135;135;161;161;122;128;171;197;231;246;136;140;205;213;238;244
086_JP_End_440.10_P09;2;91;91;169;171;259;265;95;97;133;135;154;161;122;128;171;197;231;246;136;140;205;213;238;244
087_JP_End_440.11_P09;2;93;93;169;169;259;259;95;97;135;135;154;161;128;128;171;187;246;246;136;140;209;213;238;244
088_JP_End_440.12_P09;2;91;91;169;169;259;259;95;97;135;135;161;163;122;128;171;197;231;246;136;140;205;213;238;244
089_JP_End_441.01_P09;2;91;95;169;169;259;259;95;99;135;135;154;161;122;128;187;199;231;246;136;140;209;213;238;244
090_JP_End_441.02_P09;2;91;95;169;169;259;259;95;99;135;135;154;161;122;128;189;197;231;246;136;140;209;213;238;244
091_JP_End_441.03_P09;2;91;95;169;169;259;271;95;95;135;135;154;163;122;128;187;197;231;246;136;140;209;213;238;244
092_JP_End_441.04_P09;2;91;95;169;169;259;271;95;99;135;135;154;161;122;128;187;197;231;246;136;140;209;213;238;244
093_JP_End_441.05_P09;2;95;95;169;169;259;275;95;99;135;135;154;161;128;128;197;199;231;246;136;140;209;209;236;238
094_JP_End_441.06_P09;2;91;91;169;169;259;259;95;99;133;135;154;161;122;128;187;197;231;246;136;140;209;213;236;244
001_JP_End_442A_P10;2;91;93;169;169;245;259;97;97;135;135;154;161;128;144;171;187;231;246;136;140;209;213;236;244
002_JP_End_443A_P10;2;93;93;169;171;257;271;95;95;135;135;154;163;108;128;187;187;231;236;136;140;203;209;238;244
003_JP_End_443B_P10;2;93;93;169;171;257;271;95;97;135;135;154;163;108;128;187;187;231;236;136;140;203;209;238;244
